hand_kind,hand_value,dealer_upcard,true_count_bucket,best_action,best_action_value,visits
hard,7,8,2,STAND,-0.5421686746987955,85
hard,7,8,3,STAND,-0.5909090909090909,47
hard,7,8,4,STAND,-0.6428571428571429,31
hard,7,8,5,STAND,-0.6,12
hard,7,8,6,STAND,-0.41176470588235287,19
hard,7,9,-6,DOUBLE,-0.5333333333333333,17
hard,7,9,-5,HIT,-0.2222222222222222,11
hard,7,9,-4,HIT,2.7755575615628914e-17,20
hard,7,9,-3,HIT,-0.3243243243243243,40
hard,7,9,-2,STAND,-0.4794520547945206,75
hard,7,9,-1,HIT,-0.19999999999999998,107
hard,7,9,0,STAND,-0.5822222222222221,229
hard,7,9,1,STAND,-0.5232558139534882,174
hard,7,9,2,STAND,-0.4915254237288136,61
hard,7,9,3,STAND,-0.38095238095238093,44
hard,7,9,4,DOUBLE,-0.5,32
hard,7,9,5,STAND,-0.5,10
hard,7,9,6,HIT,-0.411764705882353,20
hard,7,10,-6,HIT,-0.22950819672131148,65
hard,7,10,-5,HIT,-0.48275862068965514,50
hard,7,10,-4,STAND,-0.46067415730337097,93
hard,7,10,-3,STAND,-0.5286624203821656,160
hard,7,10,-2,STAND,-0.5454545454545455,248
hard,7,10,-1,STAND,-0.5756302521008405,483
hard,7,10,0,HIT,-0.3855878634639698,806
hard,7,10,1,HIT,-0.3296089385474858,553
hard,7,10,2,STAND,-0.5698924731182795,288
hard,7,10,3,STAND,-0.49579831932773105,185
hard,7,10,4,STAND,-0.5581395348837214,88
hard,7,10,5,STAND,-0.6399999999999999,52
hard,7,10,6,HIT,-0.509433962264151,62
hard,7,11,-6,STAND,-0.8333333333333334,14
hard,7,11,-5,STAND,-0.5,10
hard,7,11,-4,STAND,-0.7777777777777778,11
hard,7,11,-3,STAND,-0.5454545454545454,24
hard,7,11,-2,STAND,-0.5384615384615384,54
hard,7,11,-1,STAND,-0.4594594594594595,78
hard,7,11,0,HIT,-0.38524590163934413,130
hard,7,11,1,STAND,-0.6111111111111107,110
hard,7,11,2,HIT,-0.2884615384615385,54
hard,7,11,3,HIT,-0.3870967741935485,33
hard,7,11,4,STAND,-0.7142857142857143,10
hard,7,11,5,DOUBLE,-0.4,8
hard,7,11,6,STAND,-0.19999999999999998,12
hard,8,2,-6,HIT,0.125,9
hard,8,2,-5,HIT,2.3790493384824785e-17,8
hard,8,2,-4,STAND,-0.5714285714285715,16
hard,8,2,-3,HIT,-0.17391304347826086,27
hard,8,2,-2,STAND,-0.375,55
hard,8,2,-1,DOUBLE,-0.056603773584905565,117
hard,8,2,0,DOUBLE,0.0457142857142857,193
hard,8,2,1,HIT,-0.06432748538011694,175
hard,8,2,2,STAND,-0.26881720430107525,103
hard,8,2,3,HIT,0.30303030303030304,42
hard,8,2,4,HIT,-0.07407407407407407,29
hard,8,2,5,STAND,-0.6,19
hard,8,2,6,DOUBLE,-0.5714285714285714,20
hard,8,3,-6,STAND,-0.4285714285714286,16
hard,8,3,-5,STAND,0.09090909090909093,13
hard,8,3,-4,DOUBLE,0.4,15
hard,8,3,-3,HIT,-0.3666666666666667,35
hard,8,3,-2,HIT,0.15789473684210525,53
hard,8,3,-1,STAND,-0.18604651162790695,88
hard,8,3,0,HIT,-0.03333333333333335,182
hard,8,3,1,DOUBLE,0.04571428571428575,179
hard,8,3,2,HIT,6.938893903907228e-18,97
hard,8,3,3,DOUBLE,-1.3877787807814457e-17,58
hard,8,3,4,DOUBLE,6.938893903907228e-17,30
hard,8,3,5,HIT,-0.4166666666666667,14
hard,8,3,6,STAND,-0.33333333333333337,24
hard,8,4,-6,HIT,0.3333333333333333,10
hard,8,4,-5,HIT,0.25,9
hard,8,4,-4,HIT,-0.1111111111111111,19
hard,8,4,-3,STAND,-0.24324324324324317,41
hard,8,4,-2,HIT,0.10526315789473681,53
hard,8,4,-1,STAND,-0.13725490196078433,109
hard,8,4,0,DOUBLE,0.06629834254143652,187
hard,8,4,1,STAND,-0.20379146919431276,215
hard,8,4,2,STAND,-0.15909090909090917,97
hard,8,4,3,STAND,-0.2727272727272727,46
hard,8,4,4,HIT,-0.18181818181818182,24
hard,8,4,5,DOUBLE,0.4,16
hard,8,4,6,DOUBLE,0.09090909090909088,24
hard,8,5,-6,STAND,-0.0769230769230769,16
hard,8,5,-5,HIT,0.06250000000000003,17
hard,8,5,-4,STAND,-0.07692307692307696,15
hard,8,5,-3,STAND,-0.09677419354838708,33
hard,8,5,-2,HIT,0.16071428571428573,58
hard,8,5,-1,STAND,-0.22522522522522526,113
hard,8,5,0,STAND,-0.17919075144508667,183
hard,8,5,1,STAND,-0.13636363636363638,180
hard,8,5,2,STAND,-0.12328767123287668,109
hard,8,5,3,HIT,0.10000000000000002,54
hard,8,5,4,HIT,0.11538461538461542,27
hard,8,5,5,DOUBLE,0.5,16
hard,8,5,6,HIT,0.08695652173913043,29
hard,8,6,-6,STAND,0.0526315789473684,19
hard,8,6,-5,DOUBLE,0.8,12
hard,8,6,-4,STAND,-0.2631578947368421,21
hard,8,6,-3,HIT,-0.050000000000000024,32
hard,8,6,-2,STAND,-6.938893903907228e-18,56
hard,8,6,-1,STAND,0.06930693069306935,103
hard,8,6,0,DOUBLE,0.18579234972677608,193
hard,8,6,1,HIT,0.09722222222222222,222
hard,8,6,2,HIT,-0.1282051282051282,88
hard,8,6,3,DOUBLE,0.27906976744186046,53
hard,8,6,4,DOUBLE,0.7777777777777775,40
hard,8,6,5,HIT,0.4444444444444444,10
hard,8,6,6,HIT,0.3846153846153846,18
hard,8,7,-6,STAND,0.0,15
hard,8,7,-5,HIT,-0.5,8
hard,8,7,-4,DOUBLE,2.0,16
hard,8,7,-3,HIT,0.15686274509803919,53
hard,8,7,-2,STAND,-0.45762711864406785,61
hard,8,7,-1,HIT,0.04545454545454548,115
hard,8,7,0,HIT,-0.08910891089108913,221
hard,8,7,1,DOUBLE,-0.1756756756756757,151
hard,8,7,2,DOUBLE,0.2307692307692307,86
hard,8,7,3,HIT,-6.938893903907228e-18,43
hard,8,7,4,DOUBLE,0.46153846153846156,25
hard,8,7,5,HIT,-0.4285714285714286,11
hard,8,7,6,HIT,0.04545454545454547,26
hard,8,8,-6,STAND,-0.7000000000000001,22
hard,8,8,-5,STAND,-0.23076923076923078,15
hard,8,8,-4,STAND,-0.4285714285714286,23
hard,8,8,-3,STAND,-0.2666666666666667,32
hard,8,8,-2,HIT,-0.4776119402985073,71
hard,8,8,-1,HIT,-0.0666666666666667,124
hard,8,8,0,HIT,-0.01731601731601727,251
hard,8,8,1,HIT,-0.2890625,177
