hand_kind,hand_value,dealer_upcard,true_count_bucket,best_action,best_action_value,visits
soft,19,11,,STAND,0.18836303552460806,17128
soft,20,2,,STAND,0.6416782744502108,23937
soft,20,3,,STAND,0.6552130209866681,24058
soft,20,4,,STAND,0.6566861093108641,23481
soft,20,5,,STAND,0.6665302782324076,17377
soft,20,6,,STAND,0.6749069247952391,20377
soft,20,7,,STAND,0.7735849056603825,24338
soft,20,8,,STAND,0.7927622501675434,25635
soft,20,9,,STAND,0.755286157316042,25094
soft,20,10,,STAND,0.5548639177797002,90203
soft,20,11,,STAND,0.6148591430023169,17890
soft,21,2,,STAND,0.8758062302730898,7331
soft,21,3,,STAND,0.8917993494264689,5948
soft,21,4,,STAND,0.8857352941176488,6873
soft,21,5,,STAND,0.8915369649805436,4141
soft,21,6,,STAND,0.8920166128287953,2192
soft,21,7,,STAND,0.9271577789994501,7339
soft,21,8,,STAND,0.9302649930264979,8665
soft,21,9,,STAND,0.9418967052537837,9074
soft,21,10,,STAND,0.9620075412820137,38751
soft,21,11,,STAND,0.9022710799710071,8354
